GARD:0000001 ! GRACILE syndrome	ORPHANET:53693	OMIM:603358 ! GRACILE syndrome
GARD:0005659 ! 17-beta hydroxysteroid dehydrogenase 3 deficiency	ORPHANET:752	OMIM:264300 ! 17-Beta Hydroxysteroid Dehydrogenase 3 Deficiency
GARD:0005659 ! 17-beta hydroxysteroid dehydrogenase 3 deficiency	UMLS:C0268296	OMIM:264300 ! 17-Beta Hydroxysteroid Dehydrogenase 3 Deficiency
GARD:0005660 ! 18 Hydroxylase deficiency	ORPHANET:99763	OMIM:203400 ! Corticosterone Methyloxidase Type 1 Deficiency
GARD:0005660 ! 18 Hydroxylase deficiency	UMLS:C0268293	OMIM:203400 ! Corticosterone Methyloxidase Type 1 Deficiency
GARD:0005662 ! 3-Hydroxyisobutyric aciduria	ORPHANET:939	OMIM:236795 ! 3-hydroxyisobutyric aciduria
GARD:0005663 ! 3-methylglutaconic aciduria type III	ORPHANET:67047	OMIM:258501 ! 3-Methylglutaconic Aciduria, Type 3
GARD:0005663 ! 3-methylglutaconic aciduria type III	UMLS:C0574084	OMIM:258501 ! 3-Methylglutaconic Aciduria, Type 3
GARD:0005665 ! 3 Methylcrotonyl-CoA carboxylase 1 deficiency	ORPHANET:6	DOID:0050710 ! 3-Methylcrotonyl-CoA carboxylase deficiency,OMIM:210200 ! 3-Methylcrotonyl-Coa Carboxylase 1 Deficiency
GARD:0005665 ! 3 Methylcrotonyl-CoA carboxylase 1 deficiency	UMLS:C0268600	DOID:0050710 ! 3-Methylcrotonyl-CoA carboxylase deficiency,OMIM:210200 ! 3-Methylcrotonyl-Coa Carboxylase 1 Deficiency
GARD:0005666 ! Dandy-Walker like malformation with atrioventricular septal defect	ORPHANET:7	OMIM:220210 ! 3C syndrome
GARD:0005667 ! 3M syndrome	ORPHANET:2616	DOID:0060241 ! 3-M syndrome,OMIM:273750 ! Three M Syndrome 1,OMIM:614205 ! Three M Syndrome 3
GARD:0005668 ! Hawkinsinuria	ORPHANET:2118	OMIM:140350 ! Hawkinsinuria
GARD:0005671 ! 46,XX Gonadal dysgenesis epibulbar dermoid	UMLS:C2930875	MESH:C535316 ! 46,XX Gonadal dysgenesis epibulbar dermoid
GARD:0005672 ! 47 XXX syndrome	ORPHANET:3375	Orphanet:3375 ! Trisomy X
GARD:0005674 ! 47, XYY syndrome	ORPHANET:8	OMIM:208250 ! Camptodactyly-Arthropathy-Coxa Vara-Pericarditis Syndrome,Orphanet:8 ! 47,XYY syndrome
GARD:0005678 ! 49,XXXXX syndrome	ORPHANET:11	Orphanet:11 ! Pentasomy X
GARD:0005679 ! 49,XXXXY syndrome	ORPHANET:96264	Orphanet:96264 ! 49,XXXXY syndrome
GARD:0005680 ! 5-alpha reductase deficiency	ORPHANET:753	OMIM:264600 ! Pseudovaginal Perineoscrotal Hypospadias,Orphanet:753 ! 46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency
GARD:0005680 ! 5-alpha reductase deficiency	UMLS:C0268297	OMIM:264600 ! Pseudovaginal Perineoscrotal Hypospadias,Orphanet:753 ! 46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency
GARD:0005681 ! 5-oxoprolinase deficiency	ORPHANET:33572	OMIM:260005 ! 5-oxoprolinase deficiency
GARD:0005682 ! 6-pyruvoyl-tetrahydropterin synthase deficiency	ORPHANET:13	OMIM:261640 ! 6-pyruvoyl-tetrahydropterin synthase deficiency
GARD:0005683 ! Smith-Lemli-Opitz syndrome	ORPHANET:818	OMIM:270400 ! Smith-Lemli-Opitz syndrome
GARD:0005686 ! Glycogen storage disease type 7	ORPHANET:371	OMIM:232800 ! Glycogen Storage Disease 7
GARD:0005686 ! Glycogen storage disease type 7	UMLS:C0017926	OMIM:232800 ! Glycogen Storage Disease 7
GARD:0005688 ! Temtamy syndrome	ORPHANET:1777	OMIM:218340 ! Temtamy syndrome
GARD:0005690 ! Rapp-Hodgkin syndrome	ORPHANET:3022	DOID:0060330 ! Rapp-Hodgkin syndrome,OMIM:129400 ! Rapp-Hodgkin Syndrome
GARD:0005691 ! Refsum disease	ORPHANET:773	DOID:10582 ! Refsum disease,OMIM:266500 ! Refsum Disease, Classic
GARD:0005691 ! Refsum disease	UMLS:C0034960	DOID:10582 ! Refsum disease,OMIM:266500 ! Refsum Disease, Classic
GARD:0005692 ! Partial androgen insensitivity syndrome	ORPHANET:90797	OMIM:312300 ! Partial androgen insensitivity syndrome
GARD:0005693 ! Reactive arthritis	ORPHANET:29207	DOID:6196 ! reactive arthritis
GARD:0005694 ! Retinitis pigmentosa	ORPHANET:791	DOID:10584 ! retinitis pigmentosa,MESH:D012174 ! Retinitis Pigmentosa,OMIA:001413 ! Retinitis pigmentosa,OMIM:268000 ! Retinitis Pigmentosa,OMIM:602152 ! RHYNS syndrome
GARD:0005695 ! Retinopathy of prematurity	UMLS:C0035344	DOID:13025 ! retinopathy of prematurity,OMIM:133780 ! Exudative Vitreoretinopathy 1
GARD:0005696 ! Rett syndrome	ORPHANET:778	DOID:1206 ! Rett syndrome,OMIM:312750 ! Rett Syndrome
GARD:0005696 ! Rett syndrome	UMLS:C0035372	DOID:1206 ! Rett syndrome,OMIM:312750 ! Rett Syndrome
GARD:0005697 ! Multifocal fibrosclerosis	UMLS:C0494949	OMIM:228800 ! Retroperitoneal fibrosis
GARD:0005699 ! Rheumatic Fever	UMLS:C0035436	OMIM:268240 ! rheumatic fever
GARD:0005701 ! Axenfeld-Rieger syndrome	ORPHANET:782	DOID:14686 ! Axenfeld-Rieger syndrome,MESH:C535679 ! Axenfeld-Rieger syndrome,OMIM:602482 ! Axenfeld-Rieger Syndrome, Type 3
GARD:0005701 ! Axenfeld-Rieger syndrome	UMLS:C0265341	DOID:14686 ! Axenfeld-Rieger syndrome,MESH:C535679 ! Axenfeld-Rieger syndrome,OMIM:602482 ! Axenfeld-Rieger Syndrome, Type 3
GARD:0005708 ! Achalasia	ORPHANET:930	OMIM:200400 ! achalasia
GARD:0005709 ! Achard Thiers syndrome	UMLS:C0271732	MESH:C536013 ! Achard-Thiers syndrome
GARD:0005714 ! Glycogen storage disease type 2	ORPHANET:365	Orphanet:365 ! Glycogen storage disease due to acid maltase deficiency
GARD:0005717 ! Acquired agranulocytosis	UMLS:C0235585	MESH:C538171 ! Acquired agranulocytosis
GARD:0005721 ! Acrocallosal syndrome, Schinzel type	ORPHANET:36	OMIM:200990 ! acrocallosal syndrome
GARD:0005722 ! Acrodermatitis	UMLS:C0001197	DOID:2722 ! acrodermatitis
GARD:0005723 ! Acrodermatitis enteropathica	ORPHANET:37	DOID:0050605 ! acrodermatitis enteropathica,OMIA:000593 ! Acrodermatitis enteropathica,OMIM:201100 ! Acrodermatitis Enteropathica, Zinc-Deficiency Type
GARD:0005724 ! Acrodysostosis	ORPHANET:950	DOID:14669 ! acrodysostosis
GARD:0005724 ! Acrodysostosis	UMLS:C0220659	DOID:14669 ! acrodysostosis
GARD:0005725 ! Acromegaly	OMIM:102200 ! Pituitary Adenoma, Growth Hormone-Secreting, 1	DOID:2449 ! acromegaly,OMIA:000008 ! Acromegaly
GARD:0005725 ! Acromegaly	ORPHANET:963	DOID:2449 ! acromegaly,OMIA:000008 ! Acromegaly
GARD:0005727 ! Isolated ACTH deficiency	ORPHANET:199296	OMIM:201400 ! Acth Deficiency, Isolated
GARD:0005727 ! Isolated ACTH deficiency	UMLS:C0342388	OMIM:201400 ! Acth Deficiency, Isolated
GARD:0005732 ! Acute intermittent porphyria	ORPHANET:79276	OMIA:001493 ! Porphyria, acute intermittent,OMIM:176000 ! acute intermittent porphyria
GARD:0005736 ! Acute necrotizing ulcerative gingivitis	UMLS:C0017575	DOID:13924 ! necrotizing ulcerative gingivitis
GARD:0005739 ! Adams-Oliver syndrome	ORPHANET:974	DOID:0060227 ! Adams-Oliver syndrome
GARD:0005739 ! Adams-Oliver syndrome	UMLS:C0265268	DOID:0060227 ! Adams-Oliver syndrome
GARD:0005740 ! Addison's disease	ORPHANET:85138	DOID:13774 ! Addison's disease
GARD:0005741 ! Adenocarcinoid tumor	UMLS:C0334302	MESH:C538230 ! Adenocarcinoid tumor
GARD:0005742 ! Adenocarcinoma of lung	UMLS:C0152013	DOID:3910 ! lung adenocarcinoma,MESH:C538231 ! Adenocarcinoma of lung,OMIM:211980 ! Lung Cancer,OMIM:612571 ! Lung Cancer Susceptibility 3
GARD:0005748 ! Adenosine deaminase deficiency	ORPHANET:277	DOID:5810 ! adenosine deaminase deficiency,OMIM:102700 ! Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Negative, Nk Cell-Negative, Due to Adenosine Deaminase Deficiency
GARD:0005750 ! Adiposis dolorosa	ORPHANET:36397	OMIM:103200 ! adiposis dolorosa
GARD:0005750 ! Adiposis dolorosa	UMLS:C0001529	OMIM:103200 ! adiposis dolorosa
GARD:0005751 ! Adrenal cancer	UMLS:C0750887	DOID:3953 ! adrenal gland cancer
GARD:0005755 ! Adrenal medulla cancer	UMLS:C0596046	DOID:5719 ! adrenal medulla cancer
GARD:0005758 ! X-linked adrenoleukodystrophy	MeSH:D000326	DOID:10588 ! adrenoleukodystrophy
GARD:0005758 ! X-linked adrenoleukodystrophy	MeSH:eugenet	DOID:10588 ! adrenoleukodystrophy
GARD:0005758 ! X-linked adrenoleukodystrophy	ORPHANET:43	DOID:10588 ! adrenoleukodystrophy
GARD:0005758 ! X-linked adrenoleukodystrophy	UMLS:C0162309	DOID:10588 ! adrenoleukodystrophy
GARD:0005761 ! Afibrinogenemia	ORPHANET:98880	MESH:D000347 ! Afibrinogenemia,OMIM:202400 ! congenital afibrinogenemia,Orphanet:98880 ! Familial afibrinogenemia
GARD:0005764 ! Aicardi syndrome	ORPHANET:50	OMIM:304050 ! Aicardi syndrome
GARD:0005764 ! Aicardi syndrome	UMLS:C0175713	OMIM:304050 ! Aicardi syndrome
GARD:0005768 ! Albinism	UMLS:C0001916	MESH:D000417 ! Albinism
GARD:0005770 ! Albright's hereditary osteodystrophy	ORPHANET:665	DOID:0080053 ! Albright's hereditary osteodystrophy
GARD:0005774 ! Alexander disease	ORPHANET:58	OMIA:001208 ! Alexander disease,OMIM:203450 ! Alexander disease
GARD:0005775 ! Alkaptonuria	ORPHANET:56	OMIA:001243 ! Alkaptonuria,OMIM:203500 ! alkaptonuria
GARD:0005783 ! Alpers syndrome	ORPHANET:726	OMIM:203700 ! Alpers syndrome
GARD:0005784 ! Alpha 1-antitrypsin deficiency	ORPHANET:60	OMIA:000032 ! Alpha-1-antitrypsin deficiency,OMIM:613490 ! alpha 1-antitrypsin deficiency
GARD:0005784 ! Alpha 1-antitrypsin deficiency	UMLS:C0221757	OMIA:000032 ! Alpha-1-antitrypsin deficiency,OMIM:613490 ! alpha 1-antitrypsin deficiency
GARD:0005785 ! Alport syndrome	ORPHANET:63	DOID:10983 ! Alport syndrome,OMIA:001112-9615 ! Alport syndrome
GARD:0005786 ! Amyotrophic lateral sclerosis	ORPHANET:803	DOID:332 ! amyotrophic lateral sclerosis,MESH:D000690 ! Amyotrophic Lateral Sclerosis,OMIM:105400 ! amyotrophic lateral sclerosis type 1
GARD:0005787 ! AlstrC6m syndrome	ORPHANET:64	OMIM:203800 ! Alstrom syndrome,Orphanet:64 ! AlstrC6m syndrome
GARD:0005791 ! Amelogenesis imperfecta	ORPHANET:88661	DOID:2187 ! amelogenesis imperfecta,OMIA:001805 ! Amelogenesis imperfecta
GARD:0005791 ! Amelogenesis imperfecta	UMLS:C0002452	DOID:2187 ! amelogenesis imperfecta,OMIA:001805 ! Amelogenesis imperfecta
GARD:0005798 ! Amyotonia congenita	UMLS:C0002735	OMIM:205000 ! Amyotonia Congenita
GARD:0005802 ! Oto-palato-digital syndrome type 2	ORPHANET:90652	OMIM:304120 ! Otopalatodigital syndrome type 2
GARD:0005803 ! Androgen insensitivity syndrome	ORPHANET:754	DOID:4674 ! androgen insensitivity syndrome,OMIM:300068 ! Androgen Insensitivity Syndrome
GARD:0005808 ! Anencephaly	ORPHANET:1048	OMIA:000044 ! Anencephaly,OMIM:206500 ! Anencephaly
GARD:0005810 ! Angelman syndrome	ORPHANET:72	OMIM:105830 ! Angelman syndrome
GARD:0005813 ! Angiosarcoma of the liver	UMLS:C0345907	DOID:268 ! liver angiosarcoma
GARD:0005816 ! Aniridia	ORPHANET:77	DOID:12271 ! aniridia,OMIM:106210 ! Aniridia
GARD:0005816 ! Aniridia	UMLS:C0003076	DOID:12271 ! aniridia,OMIM:106210 ! Aniridia
GARD:0005818 ! Anodontia	ORPHANET:99797	DOID:13714 ! anodontia,OMIA:000048 ! Anodontia
GARD:0005818 ! Anodontia	UMLS:C0399352	DOID:13714 ! anodontia,OMIA:000048 ! Anodontia
GARD:0005819 ! Anorchia	ORPHANET:2909	OMIM:268400 ! Rothmund-Thomson syndrome,OMIM:273250 ! Testicular regression syndrome,Orphanet:325124 ! Testicular agenesis
GARD:0005819 ! Anorchia	ORPHANET:325124	OMIM:268400 ! Rothmund-Thomson syndrome,OMIM:273250 ! Testicular regression syndrome,Orphanet:325124 ! Testicular agenesis
GARD:0005819 ! Anorchia	ORPHANET:983	OMIM:268400 ! Rothmund-Thomson syndrome,OMIM:273250 ! Testicular regression syndrome,Orphanet:325124 ! Testicular agenesis
GARD:0005824 ! Antiphospholipid syndrome	ORPHANET:80	OMIM:107320 ! antiphospholipid syndrome
GARD:0005826 ! Antley Bixler syndrome	ORPHANET:83	DOID:0050462 ! Antley-Bixler syndrome
GARD:0005830 ! Aortic valve stenosis	UMLS:C0003507	DOID:1712 ! aortic valve stenosis,OMIM:614823 ! Aortic Valve Disease 2
GARD:0005833 ! Apert syndrome	ORPHANET:87	DOID:12960 ! acrocephalosyndactylia,OMIM:101200 ! Apert Syndrome
GARD:0005834 ! Aphthous stomatitis	UMLS:C0038363	DOID:9663 ! aphthous stomatitis
GARD:0005836 ! Aplastic anemia	ORPHANET:88	DOID:12449 ! aplastic anemia,OMIM:609135 ! Aplastic Anemia
GARD:0005839 ! Arachnoiditis	ORPHANET:137817	DOID:12156 ! arachnoiditis,OMIM:182950 ! Spinal Arachnoiditis
GARD:0005840 ! Arginase deficiency	ORPHANET:90	OMIM:207800 ! hyperargininemia
GARD:0005840 ! Arginase deficiency	UMLS:C0268548	OMIM:207800 ! hyperargininemia
GARD:0005843 ! Argininosuccinic aciduria	ORPHANET:23	OMIM:207900 ! argininosuccinic aciduria
GARD:0005843 ! Argininosuccinic aciduria	UMLS:C0268547	OMIM:207900 ! argininosuccinic aciduria
GARD:0005847 ! Arrhythmogenic right ventricular dysplasia	UMLS:C0349788	DOID:0050431 ! arrhythmogenic right ventricular cardiomyopathy
GARD:0005854 ! Aspartylglycosaminuria	ORPHANET:93	MESH:C538402 ! Aspartylglucosamidase (AGA) deficiency,OMIM:208400 ! aspartylglucosaminuria
GARD:0005856 ! Aspergillosis	ORPHANET:1163	DOID:13564 ! aspergillosis,OMIM:614079 ! Aspergillosis, Susceptibility to
GARD:0005856 ! Aspergillosis	UMLS:C0004030	DOID:13564 ! aspergillosis,OMIM:614079 ! Aspergillosis, Susceptibility to
GARD:0005860 ! Anaplastic astrocytoma	ORPHANET:94	DOID:3069 ! astrocytoma,DOID:3078 ! grade III astrocytoma,Orphanet:251561 ! High-grade astrocytoma
GARD:0005860 ! Anaplastic astrocytoma	UMLS:C0334579	DOID:3069 ! astrocytoma,DOID:3078 ! grade III astrocytoma,Orphanet:251561 ! High-grade astrocytoma
GARD:0005862 ! Ataxia telangiectasia	ORPHANET:100	DOID:12704 ! ataxia telangiectasia,OMIM:208900 ! Ataxia-Telangiectasia
GARD:0005863 ! Athetosis	UMLS:C0004158	MESH:D001264 ! Athetosis
GARD:0005864 ! Alpha-thalassemia x-linked intellectual disability syndrome	ORPHANET:847	OMIM:301040 ! Alpha-Thalassemia/Mental Retardation Syndrome, X-Linked,Orphanet:847 ! Alpha-thalassemia - X-linked intellectual disability syndrome
GARD:0005865 ! Atrial septal defect ostium secundum	OMIM:108800 ! Atrial Septal Defect 1	DOID:13620 ! patent foramen ovale
GARD:0005865 ! Atrial septal defect ostium secundum	ORPHANET:99103	DOID:13620 ! patent foramen ovale
GARD:0005865 ! Atrial septal defect ostium secundum	UMLS:C0344724	DOID:13620 ! patent foramen ovale
GARD:0005867 ! Localized lipodystrophy	ORPHANET:79088	Orphanet:79088 ! Localized lipodystrophy
GARD:0005870 ! Autoimmune hemolytic anemia	ORPHANET:98375	DOID:718 ! autoimmune hemolytic anemia,OMIM:205700 ! Anemia, Autoimmune Hemolytic
GARD:0005871 ! Autoimmune hepatitis	OMIM:109100 ! Autoimmune Disease	DOID:2048 ! autoimmune hepatitis
GARD:0005871 ! Autoimmune hepatitis	UMLS:C0241910	DOID:2048 ! autoimmune hepatitis
GARD:0005877 ! B-cell lymphoma	UMLS:C0079731	DOID:707 ! B-cell lymphoma
GARD:0005878 ! Babesiosis	ORPHANET:108	DOID:9643 ! babesiosis
GARD:0005881 ! Bacterial meningitis	UMLS:C0085437	DOID:9470 ! bacterial meningitis
GARD:0005887 ! Bannayan-Riley-Ruvalcaba syndrome	ORPHANET:109	OMIM:153480 ! Bannayan-Riley-Ruvalcaba syndrome
GARD:0005887 ! Bannayan-Riley-Ruvalcaba syndrome	UMLS:C0265326	OMIM:153480 ! Bannayan-Riley-Ruvalcaba syndrome
GARD:0005888 ! Banti's syndrome	UMLS:C0154307	MESH:C537903 ! Banti's syndrome
GARD:0005890 ! Barth syndrome	ORPHANET:111	DOID:0050476 ! Barth syndrome,OMIM:302060 ! Barth Syndrome
GARD:0005890 ! Barth syndrome	UMLS:C0574083	DOID:0050476 ! Barth syndrome,OMIM:302060 ! Barth Syndrome
GARD:0005893 ! Bartter syndrome	ORPHANET:112	DOID:445 ! Bartter disease
GARD:0005893 ! Bartter syndrome	UMLS:C0004775	DOID:445 ! Bartter disease
GARD:0005896 ! Basilar migraine	UMLS:C0270860	OMIM:602481 ! Migraine, Familial Hemiplegic, 2
GARD:0005898 ! Myopathy congenital	ORPHANET:97245	DC:0000302 ! Myopathy, Congenital,OMIA:000694 ! Myopathy, congenital,OMIM:255300 ! Myopathy, Congenital
GARD:0005899 ! Congenital contractural arachnodactyly	ORPHANET:115	OMIM:121050 ! Congenital contractural arachnodactyly
GARD:0005900 ! Becker muscular dystrophy	ORPHANET:98895	DOID:9883 ! Becker muscular dystrophy,OMIA:001888 ! Muscular dystrophy, Becker type,OMIM:300376 ! Muscular Dystrophy, Becker Type
GARD:0005900 ! Becker muscular dystrophy	UMLS:C0917713	DOID:9883 ! Becker muscular dystrophy,OMIA:001888 ! Muscular dystrophy, Becker type,OMIM:300376 ! Muscular Dystrophy, Becker Type
GARD:0005906 ! Bell's palsy	ORPHANET:2810	DOID:12506 ! Bell's palsy,DOID:13934 ! facial paralysis
GARD:0005907 ! Diffuse astrocytoma	ORPHANET:94	DOID:3069 ! astrocytoma,DOID:6726 ! fibrillary astrocytoma
GARD:0005907 ! Diffuse astrocytoma	UMLS:C0280785	DOID:3069 ! astrocytoma,DOID:6726 ! fibrillary astrocytoma
GARD:0005909 ! Blepharospasm	ORPHANET:93955	DOID:529 ! blepharospasm,OMIM:606798 ! Benign essential blepharospasm
GARD:0005913 ! Cicatricial pemphigoid	ORPHANET:46486	DOID:11656 ! cicatricial pemphigoid
GARD:0005915 ! Benign paroxysmal positional vertigo	UMLS:C0155502	DOID:13941 ! benign paroxysmal positional nystagmus,OMIM:193007 ! Vertigo, Benign Recurrent
GARD:0005918 ! Beta-galactosidase-1 deficiency	UMLS:C0085131	OMIM:230500 ! GM1 gangliosidosis type 1
GARD:0005924 ! Biliary tract cancer	UMLS:C0750952	DOID:4607 ! biliary tract cancer
GARD:0005926 ! Birdshot chorioretinopathy	ORPHANET:179	OMIM:605808 ! Birdshot chorioretinopathy
GARD:0005932 ! Blepharophimosis	UMLS:C0005744	DOID:10348 ! blepharophimosis
GARD:0005939 ! Blue diaper syndrome	ORPHANET:94086	OMIM:211000 ! Blue diaper syndrome
GARD:0005940 ! Blue rubber bleb nevus syndrome	ORPHANET:1059	OMIM:112200 ! Blue rubber bleb nevus
GARD:0005943 ! Bone cancer	UMLS:C0279530	DOID:184 ! bone cancer
GARD:0005948 ! Bowen's disease	UMLS:C0006079	MESH:D001913 ! Bowen's Disease
GARD:0005950 ! Bowen-Conradi syndrome	ORPHANET:1270	OMIM:211180 ! Bowen-Conradi syndrome
GARD:0005950 ! Bowen-Conradi syndrome	UMLS:C1859405	OMIM:211180 ! Bowen-Conradi syndrome
GARD:0005961 ! Bronchiolitis obliterans organizing pneumonia	ORPHANET:1303	DOID:2798 ! bronchiolitis obliterans organizing pneumonia,DOID:2799 ! bronchiolitis obliterans
GARD:0005961 ! Bronchiolitis obliterans organizing pneumonia	UMLS:C0242770	DOID:2798 ! bronchiolitis obliterans organizing pneumonia,DOID:2799 ! bronchiolitis obliterans
GARD:0005962 ! Bronchopulmonary dysplasia	ORPHANET:70589	Orphanet:70589 ! Bronchopulmonary dysplasia
GARD:0005963 ! Brown syndrome	UMLS:C0155339	OMIM:616407 ! Brown Syndrome
GARD:0005964 ! Brown-Sequard syndrome	UMLS:C0242644	DOID:606 ! Brown-Sequard syndrome
GARD:0005966 ! Brucellosis	ORPHANET:1304	DOID:11077 ! brucellosis
GARD:0005966 ! Brucellosis	UMLS:C0006309	DOID:11077 ! brucellosis
GARD:0005968 ! Budd-Chiari syndrome	ORPHANET:131	OMIA:001203 ! Budd-chiari syndrome,OMIM:600880 ! hepatic vein thrombosis
GARD:0005969 ! Buerger disease	ORPHANET:36258	OMIM:211480 ! thromboangiitis obliterans
GARD:0005969 ! Buerger disease	UMLS:C0040021	OMIM:211480 ! thromboangiitis obliterans
GARD:0005973 ! Burkitt lymphoma	ORPHANET:543	OMIM:113970 ! Burkitt lymphoma
GARD:0005975 ! Scleredema	UMLS:C0036413	DOID:3140 ! scleredema adultorum,Orphanet:352763 ! Scleredema
GARD:0005978 ! C syndrome	ORPHANET:1308	OMIM:211750 ! C syndrome
GARD:0005978 ! C syndrome	UMLS:C0796095	OMIM:211750 ! C syndrome
GARD:0005979 ! Hereditary angioedema	ORPHANET:91378	DOID:14735 ! hereditary angioedema,MESH:D054179 ! Angioedemas, Hereditary
GARD:0005980 ! Calciphylaxis	UMLS:C0006666	DOID:4734 ! calciphylaxis
GARD:0005984 ! Canavan disease	ORPHANET:141	OMIM:271900 ! Canavan disease
GARD:0005984 ! Canavan disease	UMLS:C0206307	OMIM:271900 ! Canavan disease
GARD:0005993 ! Osteopetrosis autosomal recessive 4	ORPHANET:667	OMIM:611490 ! Osteopetrosis, Autosomal Recessive 4
GARD:0005993 ! Osteopetrosis autosomal recessive 4	UMLS:C1969106	OMIM:611490 ! Osteopetrosis, Autosomal Recessive 4
GARD:0005999 ! Cardiospasm	UMLS:C0014848	OMIM:200400 ! achalasia
GARD:0006001 ! Carnosinemia	ORPHANET:1361	OMIM:212200 ! Carnosinemia
GARD:0006002 ! Caroli disease	ORPHANET:53035	DOID:0050876 ! Caroli disease,OMIM:600643 ! Caroli Disease, Isolated
GARD:0006003 ! Carpenter syndrome	ORPHANET:65759	DOID:0060234 ! Carpenter syndrome,OMIM:201000 ! Carpenter Syndrome 1
GARD:0006005 ! Unicentric Castleman disease	ORPHANET:93685	Orphanet:93685 ! Localized Castleman disease
GARD:0006005 ! Unicentric Castleman disease	UMLS:C0017531	Orphanet:93685 ! Localized Castleman disease
GARD:0006007 ! Caudal regression syndrome	ORPHANET:3027	OMIM:600145 ! Sacral Defect With Anterior Meningocele,Orphanet:3027 ! Caudal regression sequence
GARD:0006011 ! Bilateral perisylvian polymicrogyria	ORPHANET:98889	OMIM:300388 ! Polymicrogyria, Bilateral Perisylvian, X-Linked,Orphanet:98889 ! Bilateral perisylvian polymicrogyria
GARD:0006011 ! Bilateral perisylvian polymicrogyria	UMLS:C1845668	OMIM:300388 ! Polymicrogyria, Bilateral Perisylvian, X-Linked,Orphanet:98889 ! Bilateral perisylvian polymicrogyria
GARD:0006014 ! Central core disease	ORPHANET:597	DOID:3529 ! central core myopathy
GARD:0006015 ! Neurogenic diabetes insipidus	ORPHANET:178029	DOID:12388 ! neurohypophyseal diabetes insipidus
GARD:0006019 ! Cerebellar degeneration	UMLS:C0262404	OMIA:001221 ! Cerebellar degeneration
GARD:0006025 ! Cerebral ventricle cancer	UMLS:C1656392	DOID:3541 ! cerebral ventricle cancer
GARD:0006026 ! Cerebro-costo-mandibular syndrome	ORPHANET:1393	OMIM:116860 ! Cerebral Cavernous Malformations,OMIM:117650 ! Cerebro-costo-mandibular syndrome
GARD:0006027 ! Cerebro-oculo-facio-skeletal syndrome	ORPHANET:1466	DC:0000076 ! Cerebrooculofacioskeletal Syndrome
GARD:0006027 ! Cerebro-oculo-facio-skeletal syndrome	UMLS:C0220722	DC:0000076 ! Cerebrooculofacioskeletal Syndrome
GARD:0006033 ! Chandler's syndrome	UMLS:C0544008	DOID:11554 ! Chandler syndrome
