ORDR ID:			Disease Name:	Synonym(s):	OMIM Num(s):	Orphanet Num(s):	URL:
6953			"Macular dystrophy, corneal type 1"	"Corneal dystrophy Groenouw type II;Corneal dystrophy, macular type;Fehr corneal dystrophy;Groenouw type II corneal dystrophy;Macular corneal dystrophy;Macular corneal dystrophy type 1;MCD;MCDC1"	217800	98969	"http://rarediseases.info.nih.gov/gard/6953/Macular-dystrophy,-corneal-type-1/resources/1"
6956			Creutzfeldt-Jakob disease	CJD;Creutzfeldt Jacob disease;Creutzfeldt Jakob disease;Creutzfeldt-Jacob disease	123400	204	http://rarediseases.info.nih.gov/gard/6956/Creutzfeldt-Jakob-disease/resources/1
6957			Madelung disease	Benign symmetrical lipomatosis;Cephalothoracic lipodystrophy;Familial benign cervical lipomatosis;Familial symmetric lipomatosis;Launois-Bensaude lipomatosis;Launois-Bensaude syndrome;Madelung's disease;Multiple symmetric lipomatosis	151800	2398	http://rarediseases.info.nih.gov/gard/6957/Madelung-disease/resources/1
6958			Maffucci syndrome	Dyschondrodysplasia with Hemangiomas;Enchondromatosis with Multiple Cavernous Hemangiomas;Hemangiomatosis Chondrodystrophica;Kast Syndrome;Multiple Angiomas and Endochondromas	166000;614569	163634	http://rarediseases.info.nih.gov/gard/6958/Maffucci-syndrome/resources/1
6959			Mal de debarquement	Disembarkment syndrome;Mal de débarquement;Mal de debarquement syndrome;MdD;MdDS;Sickness of disembarkment		210272	http://rarediseases.info.nih.gov/gard/6959/Mal-de-debarquement/resources/1
6960			Malakoplakia	Malacoplakia			http://rarediseases.info.nih.gov/gard/6960/Malakoplakia/resources/1
6961			Malaria		248310		http://rarediseases.info.nih.gov/gard/6961/Malaria/resources/1
6963			Malignant fibrous histiocytoma	Malignant fibrohistiocytic tumors	605352		http://rarediseases.info.nih.gov/gard/6963/Malignant-fibrous-histiocytoma/resources/1
6964			Malignant hyperthermia	Anesthesia related hyperthermia;Fulminating hyperpyrexia;Hyperpyrexia malignant;Malignant hyperpyrexia;MH;Pharmacogenic myopathy	145600	423	http://rarediseases.info.nih.gov/gard/6964/Malignant-hyperthermia/resources/1
6966			Malignant mixed Mullerian tumor	"Carcinosarcoma;Mixed Mullerian tumor;Mixed tumor, Mullerian;MMMT"			http://rarediseases.info.nih.gov/gard/6966/Malignant-mixed-Mullerian-tumor/resources/1
6967			Mallory-Weiss syndrome	Gastroesophageal laceration-hemorrhage;Mallory-Weiss laceration;Mallory-Weiss tear;Mucosal lacerations - gastroesophageal junction			http://rarediseases.info.nih.gov/gard/6967/Mallory-Weiss-syndrome/resources/1
6968			Alpha-mannosidosis type 1	"Alpha mannosidase B deficiency;Alpha-mannosidosis;Lysosomal alpha-D-mannosidase deficiency;Mannosidosis, alpha B lysosomal"	248500	61	http://rarediseases.info.nih.gov/gard/6968/Alpha-mannosidosis-type-1/resources/1
6969			Mantle cell lymphoma	"LCM;Lymphoma, mantle cell;Mantle zone lymphoma;MCL"		52416	http://rarediseases.info.nih.gov/gard/6969/Mantle-cell-lymphoma/resources/1
6971			Marchiafava Bignami disease	Acute Marchiafava-Bignami disease;Chronic Marchiafava-Bignami syndrome;Marchiafava-Bignami disease;MBD		221074	http://rarediseases.info.nih.gov/gard/6971/Marchiafava-Bignami-disease/resources/1
6972			Marcus Gunn phenomenon	Familial Marcus Gunn phenomenon (subtype);Jaw-winking;Jaw-winking syndrome;Mandibulo-palpebral synkinesis - ptosis;Marcus Gunn syndrome;Marcus-Gunn phenomenon;Marcus-Gunn syndrome;Maxillopalpebral synkinesis	154600	91412	http://rarediseases.info.nih.gov/gard/6972/Marcus-Gunn-phenomenon/resources/1
6973			Marden-Walker syndrome	Connective tissue disorder Marden Walker type;MWS	248700	2461	http://rarediseases.info.nih.gov/gard/6973/Marden-Walker-syndrome/resources/1
6974			Marek disease	Fowl Paralyses;Fowl Paralysis;Marek's Disease;Neurolymphomatosis;Subacute inflammatory demyelinating polyneuropathy;Subacute inflammatory demyelinating polyradiculoneuropathy			http://rarediseases.info.nih.gov/gard/6974/Marek-disease/resources/1
6975			Marfan syndrome	Contractural arachnodactyly;Marfan syndrome type 1;Marfan syndrome type 2;MFS;MFS2	154700	558	http://rarediseases.info.nih.gov/gard/6975/Marfan-syndrome/resources/1
6981			Marie type ataxia	Marie's ataxia			http://rarediseases.info.nih.gov/gard/6981/Marie-type-ataxia/resources/1
6984			Marshall syndrome	"Deafness, myopia, cataract, saddle nose-Marshall type"	154780	560	http://rarediseases.info.nih.gov/gard/6984/Marshall-syndrome/resources/1
6985			Marshall-Smith syndrome	Accelerated skeletal maturation - peculiar facies - failure to thrive	602535	561	http://rarediseases.info.nih.gov/gard/6985/Marshall-Smith-syndrome/resources/1
6986			Spastic paraplegia 1	Adducted thumb with mental retardation;Clasped thumb and mental retardation;Corpus callosum hypoplasia-retardation-adducted thumbs-spasticity-hydrocephalus syndrome;Crash syndrome;Gareis-Mason syndrome;Intellectual disability-aphasia-shuffling gait-adducted thumbs syndrome;MASA syndrome;Mental Retardation Aphasia Shuffling Gait Adducted Thumbs (MASA);Thumb congenital clasped with mental retardation	303350	2466	http://rarediseases.info.nih.gov/gard/6986/Spastic-paraplegia-1/resources/1
6987			Mastocytosis	Mast cell disease	154800	98292	http://rarediseases.info.nih.gov/gard/6987/Mastocytosis/resources/1
6991			Maxillofacial dysostosis				http://rarediseases.info.nih.gov/gard/6991/Maxillofacial-dysostosis/resources/1
6992			"Maxillonasal dysplasia, Binder type"	Binder syndrome;Maxillonasal dysostosis;Maxillonasal dysplasia	155050	1248	"http://rarediseases.info.nih.gov/gard/6992/Maxillonasal-dysplasia,-Binder-type/resources/1"
6995			McCune Albright syndrome	Albright syndrome;Albright's disease;Gonadotropin-independent female-limited sexual precocity;MAS;McCune-Albright syndrome;PFD;POFD	174800	102;562	http://rarediseases.info.nih.gov/gard/6995/McCune-Albright-syndrome/resources/1
6996			Cartilage-hair hypoplasia	"Autosomal recessive metaphyseal chondrodysplasia;Cartilage hair hypoplasia like syndrome;CHH;Metaphyseal chondrodysplasia McKusick type;Metaphyseal chondrodysplasia, McKusick type"	250250	175	http://rarediseases.info.nih.gov/gard/6996/Cartilage-hair-hypoplasia/resources/1
7002			Medullary cystic kidney disease 1	"ADMCKD1;MCKD1;Medullary cystic kidney disease, autosomal dominant;Polycystic kidneys, medullary type"	174000	34149	http://rarediseases.info.nih.gov/gard/7002/Medullary-cystic-kidney-disease-1/resources/1
7004			"Thyroid cancer, medullary"	"Medullary thyroid cancer (MTC);Thyroid carcinoma, medullary"	155240		"http://rarediseases.info.nih.gov/gard/7004/Thyroid-cancer,-medullary/resources/1"
7005			Medulloblastoma	MDB	155255	616;98895	http://rarediseases.info.nih.gov/gard/7005/Medulloblastoma/resources/1
7006			Imerslund-Grasbeck syndrome	"Defect of enterocyte intrinsic factor receptor;Enterocyte cobalamin malabsorption;Familial megaloblastic anemia;Gräsbeck-Imerslund disease;IGS;Megaloblastic anemia 1;Pernicious anemia, juvenile, due to selective intestinal malabsorption of vitamin B12, with proteinuria;Selective cobalamin malabsorption with proteinuria"	261100	35858	http://rarediseases.info.nih.gov/gard/7006/Imerslund-Grasbeck-syndrome/resources/1
7008			Meige syndrome	Blepharospasm - oromandibular dystonia;Blepharospasm-oromandibular dystonia;Brueghel syndrome;Idiopathic blepharospasm-oromandibular dystonia syndrome;Meige dystonia;Meige's syndrome;Oral facial dystonia;Segmental cranial dystonia		93964	http://rarediseases.info.nih.gov/gard/7008/Meige-syndrome/resources/1
7009			Mitochondrial encephalomyopathy lactic acidosis and stroke-like episodes	"MELAS;MELAS syndrome;Mitochondrial encephalomyopathy, lactic acidosis and stroke-like episodes;Mitochondrial myopathy, encephalopathy, lactic acidosis and stroke-like episodes"	540000	550	http://rarediseases.info.nih.gov/gard/7009/Mitochondrial-encephalomyopathy-lactic-acidosis-and-stroke-like-episodes/resources/1
7010			Melkersson-Rosenthal syndrome	Cheilitis Granulomatosa;Melkersson syndrome;MROS;MRS	155900	2483	http://rarediseases.info.nih.gov/gard/7010/Melkersson-Rosenthal-syndrome/resources/1
7011			Melnick-Needles syndrome	"Melnick-Needles osteodysplasty;MNS;Osteodysplasty of Melnick and Needles;Osteodysplasty, Melnick-Needles type"	309350	2484	http://rarediseases.info.nih.gov/gard/7011/Melnick-Needles-syndrome/resources/1
7015			Meningioma			2495	http://rarediseases.info.nih.gov/gard/7015/Meningioma/resources/1
7021			Mercury poisoning	Mercury toxicity			http://rarediseases.info.nih.gov/gard/7021/Mercury-poisoning/resources/1
7026			Malignant mesothelioma	"Mesothelioma, malignant"			http://rarediseases.info.nih.gov/gard/7026/Malignant-mesothelioma/resources/1
7029			Metaphyseal chondrodysplasia Schmid type	"MCDS;Metaphyseal chondrodysplasia, Schmid type"	156500	174	http://rarediseases.info.nih.gov/gard/7029/Metaphyseal-chondrodysplasia-Schmid-type/resources/1
7030			Metastatic insulinoma				http://rarediseases.info.nih.gov/gard/7030/Metastatic-insulinoma/resources/1
7033			Methylmalonic acidemia	"Acidemia, methylmalonic;MMA;Vitamin B12-unresponsive methylmalonic acidemia;Vitamin B12-unresponsive methylmalonic aciduria"	251000	27	http://rarediseases.info.nih.gov/gard/7033/Methylmalonic-acidemia/resources/1
7034			Monoclonal gammopathy of undetermined significance	MGUS			http://rarediseases.info.nih.gov/gard/7034/Monoclonal-gammopathy-of-undetermined-significance/resources/1
7035			Hereditary multiple osteochondromas	Bessel-Hagen disease;EXT1/EXT2-CDG;Hereditary multiple exostoses;Hereditary multiple exostosis;HMO;Multiple cartilaginous exostoses;Multiple exostoses;Multiple osteochondromas		321	http://rarediseases.info.nih.gov/gard/7035/Hereditary-multiple-osteochondromas/resources/1
7036			"Microcephaly with chorioretinopathy, autosomal dominant form"				"http://rarediseases.info.nih.gov/gard/7036/Microcephaly-with-chorioretinopathy,-autosomal-dominant-form/resources/1"
7038			Microencephaly				http://rarediseases.info.nih.gov/gard/7038/Microencephaly/resources/1
7039			Microvillus inclusion disease	"Congenital familial protracted diarrhea;Congenital familial protracted diarrhea with enterocyte brush-border abnormalities;Congenital microvillous atrophy;Congenital microvillus atrophy;Davidson disease;Davidson's disease;Familial enteropathy, microvillus;IDI;Intractable diarrhea of infancy;Microvillous inclusion disease;Microvillus atrophy, congenital;MVID"	251850	2290;73014	http://rarediseases.info.nih.gov/gard/7039/Microvillus-inclusion-disease/resources/1
7041			Midline lethal granuloma				http://rarediseases.info.nih.gov/gard/7041/Midline-lethal-granuloma/resources/1
7043			Mikulicz disease	Chronic dacryoadenitis and sialoadenitis;IgG4-related dacryoadenitis and sialoadenitis;Mikulicz's disease		79078	http://rarediseases.info.nih.gov/gard/7043/Mikulicz-disease/resources/1
7048			Mitochondrial genetic disorders				http://rarediseases.info.nih.gov/gard/7048/Mitochondrial-genetic-disorders/resources/1
7051			Mixed connective tissue disease	MCTD		809	http://rarediseases.info.nih.gov/gard/7051/Mixed-connective-tissue-disease/resources/1
7054			Mondor disease	Penile Mondor disease;Subcutaneous penile vein thrombosis;Superficial thrombophlebitis;Thrombophlebitis of the subcutaneous veins of breast;Thrombophlebitis of the subcutaneous veins of the anterior chest wall			http://rarediseases.info.nih.gov/gard/7054/Mondor-disease/resources/1
7056			Mononeuritis multiplex				http://rarediseases.info.nih.gov/gard/7056/Mononeuritis-multiplex/resources/1
7058			Localized scleroderma	"Localized fibrosing scleroderma;Scleroderma, localized"		90289	http://rarediseases.info.nih.gov/gard/7058/Localized-scleroderma/resources/1
7060			Chromosome 16 trisomy	Mosaic trisomy 16;Trisomy 16;Trisomy chromosome 16			http://rarediseases.info.nih.gov/gard/7060/Chromosome-16-trisomy/resources/1
7061			Motor neuro-ophthalmic disorders	Ocular motility disorders			http://rarediseases.info.nih.gov/gard/7061/Motor-neuro-ophthalmic-disorders/resources/1
7064			Moyamoya disease	"Moyamoya disease 1;Moyamoya disease 2;Moyamoya disease 3;Moyamoya disease, primary;Moyamoya disease, secondary;Moyamoya syndrome;MYMY;Spontaneous occlusion of the circle of Willis"	252350	2573	http://rarediseases.info.nih.gov/gard/7064/Moyamoya-disease/resources/1
7065			Mucopolysaccharidosis	MPS			http://rarediseases.info.nih.gov/gard/7065/Mucopolysaccharidosis/resources/1
7071			Mucopolysaccharidosis type IIIA	Heparan sulfamidase deficiency;Heparan sulfate sulfatase deficiency;MPS 3A;MPS IIIA;Mucopoly-saccharidosis type 3A;Mucopolysaccharidosis type 3A;Sanfilippo syndrome A;Sanfilippo syndrome type A	252900	79269	http://rarediseases.info.nih.gov/gard/7071/Mucopolysaccharidosis-type-IIIA/resources/1
7072			Mucopolysaccharidosis type IIIB	MPS 3B;MPS IIIB;Mucopoly-saccharidosis type 3B;Mucopolysaccharidosis type 3B;N-acetyl-alpha-d-glucosaminidase deficiency;N-acetyl-alpha-glucosaminidase deficiency;Sanfilippo syndrome B;Sanfilippo syndrome type B	252920	79270	http://rarediseases.info.nih.gov/gard/7072/Mucopolysaccharidosis-type-IIIB/resources/1
7073			Mucopolysaccharidosis type IIIC	Acetyl-CoA alpha-glucosaminide n-acetyltransferase deficiency;MPS 3C;MPS IIIC;Mucopoly-saccharidosis type 3C;Sanfilippo syndrome C	252930	581	http://rarediseases.info.nih.gov/gard/7073/Mucopolysaccharidosis-type-IIIC/resources/1
7074			Mucopolysaccharidosis type IIID	Glucosamine N-acetyl-6-sulfatase deficiency;GNS deficiency;MPS 3D;MPS IIID;Mucopoly-saccharidosis type 3D;Mucopolysaccharidosis type 3D;N-acetylglucosamine-6-sulfate sulfatase deficiency;Sanfilippo syndrome D;Sanfilippo syndrome type D	252940	79272	http://rarediseases.info.nih.gov/gard/7074/Mucopolysaccharidosis-type-IIID/resources/1
7079			Multiple system atrophy	MSA;Multisystem atrophy;Proximal spinal muscular atrophy;SMA	146500	102;70	http://rarediseases.info.nih.gov/gard/7079/Multiple-system-atrophy/resources/1
7095			Mucopolysaccharidosis type VI	ARSB deficiency;Arylsulfatase B deficiency;ASB deficiency;Maroteaux Lamy syndrome;Maroteaux-Lamy disease;MPS 6;MPS VI;MPS6;MPSVI;Mucopoly-saccharidosis type VI;Mucopolysaccharidosis type 6;N-acetylgalactosamine 4-sulfatase deficiency;N-acetylgalactosamine-4-sulfatase deficiency	253200	583	http://rarediseases.info.nih.gov/gard/7095/Mucopolysaccharidosis-type-VI/resources/1
7096			Mucopolysaccharidosis type VII	Beta-glucuronidase deficiency;GUSB deficiency;MPS 7;MPS VII;Mucopolysaccharidosis type 7;Sly disease;Sly syndrome	253220	584	http://rarediseases.info.nih.gov/gard/7096/Mucopolysaccharidosis-type-VII/resources/1
7097			Muenke Syndrome	Muenke nonsyndromic coronal craniosynostosis;Syndrome of coronal craniosynostosis	602849	53271	http://rarediseases.info.nih.gov/gard/7097/Muenke-Syndrome/resources/1
7099			Mullerian agenesis				http://rarediseases.info.nih.gov/gard/7099/Mullerian-agenesis/resources/1
7100			Mullerian aplasia	Mullerian duct failure	158330		http://rarediseases.info.nih.gov/gard/7100/Mullerian-aplasia/resources/1
7103			Multicentric reticulohistiocytosis	Giant cell histiocytomatosis;Lipoid dermatoarthritis		139436	http://rarediseases.info.nih.gov/gard/7103/Multicentric-reticulohistiocytosis/resources/1
7104			"Multiple carboxylase deficiency, propionic acidemia"				"http://rarediseases.info.nih.gov/gard/7104/Multiple-carboxylase-deficiency,-propionic-acidemia/resources/1"
7108			Multiple myeloma	Kahler disease;Kahlers disease;Medullary plasmacytoma;Myeloma - multiple;Myelomatosis;Plasma cell dyscrasia;Plasma cell myeloma	254500	29073	http://rarediseases.info.nih.gov/gard/7108/Multiple-myeloma/resources/1
7111			Multiple pterygium syndrome Escobar type	Autosomal recessive multiple pterygium syndrome;Autosomal recessive non-lethal multiple pterygium syndrome;Bonnemann-Meinecke syndrome;Escobar syndrome;Escobar variant multiple pterygium syndrome;EVMPS;Multiple pterygium syndrome;Multiple pterygium syndrome nonlethal type;Porencephaly - cerebellar hypoplasia - internal malformations;Pterygium colli syndrome;Pterygium syndrome;Pterygium universale	265000	2990	http://rarediseases.info.nih.gov/gard/7111/Multiple-pterygium-syndrome-Escobar-type/resources/1
7116			Mumps				http://rarediseases.info.nih.gov/gard/7116/Mumps/resources/1
7117			Munchausen by proxy syndrome	Munchausen syndrome by proxy			http://rarediseases.info.nih.gov/gard/7117/Munchausen-by-proxy-syndrome/resources/1
7121			Chronic fatigue syndrome	Myalgic encephalomyelitis		1983	http://rarediseases.info.nih.gov/gard/7121/Chronic-fatigue-syndrome/resources/1
7122			Myasthenia gravis	Acquired myasthenia;Autoimmune myasthenia gravis	254200	589	http://rarediseases.info.nih.gov/gard/7122/Myasthenia-gravis/resources/1
7123			Mycobacterium Avium Complex	MAC;MAI;Mycobacterium Avium;Mycobacterium Avium-Intracellulare;Mycobacterium Avium-Intracellulare infection			http://rarediseases.info.nih.gov/gard/7123/Mycobacterium-Avium-Complex/resources/1
7125			Mycoplasmal pneumonia				http://rarediseases.info.nih.gov/gard/7125/Mycoplasmal-pneumonia/resources/1
7130			Myelitis				http://rarediseases.info.nih.gov/gard/7130/Myelitis/resources/1
7132			Myelodysplastic syndromes	MDS	614286		http://rarediseases.info.nih.gov/gard/7132/Myelodysplastic-syndromes/resources/1
7137			Myocarditis				http://rarediseases.info.nih.gov/gard/7137/Myocarditis/resources/1
7139			Dystonia 11	"Alcohol-responsive dystonia;Dystonia, alcohol responsive;DYT11;Hereditary essential myoclonus;Myoclonic dystonia;Myoclonus, hereditary essential;Myoclonus-dystonia;Myoclonus-dystonia syndrome"	159900	36899	http://rarediseases.info.nih.gov/gard/7139/Dystonia-11/resources/1
